Id,Name,Description,250x250 Thumbnail,Full Size Thumbnail,Comics Available,ComicName0,ComicName1,ComicName2,ComicName3,ComicName4,ComicName5,ComicName6,ComicName7,ComicName8,ComicName9,ComicName10,ComicName11,ComicName12,ComicName13,ComicName14,ComicName15,ComicName16,ComicName17,ComicName18,ComicName19,ComicName20,Stories Available,Events Available,Series Available
1011392,She-Hulk (Lyra),,http://i.annihil.us/u/prod/marvel/i/mg/6/03/527413f4341f7/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/03/527413f4341f7.jpg,13,,,,,,,,,,,,,,,,,,,,,,15,2,4
1017331,She-Hulk (Marvel War of Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/c/20/5239bfa2c54fa/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/20/5239bfa2c54fa.jpg,0,Ultimate Wolverine Vs. Hulk (2005) #6,,,,,,,,,,,,,,,,,,,,,0,0,0
1011393,She-Hulk (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/60/531771492e3ae/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/60/531771492e3ae.jpg,1,,,,,,,,,,,,,,,,,,,,,,1,0,1
1015035,Shen,,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4cdd81a5743a4/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4cdd81a5743a4.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011168,Sheva Callister,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,Uncanny X-Men (1963) #157,,,,,,,,,,,,,,,,,,,,,0,0,0
1011093,Shi'Ar,,http://i.annihil.us/u/prod/marvel/i/mg/8/00/53a1c0e5a1f00/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/00/53a1c0e5a1f00.jpg,1,,,,,,,,,,,,,,,,,,,,,,1,0,1
1011381,Shinko Yamashiro,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,X-Force (1991) #32,X-Force (1991) #33,,,,,,,,,,,,,,,,,,,,0,0,0
1009582,Shinobi Shaw,"Shinobi Shaw is the illegitimate son of Sebastian Shaw, who was rejected and abandoned by his father at an early age and grew tired of waiting to inherit his father's wealth and wearied of the elder Shaw's contempt for his decadent lifestyle.",http://i.annihil.us/u/prod/marvel/i/mg/b/a0/4c003c1bbf29f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/4c003c1bbf29f.jpg,2,Wolverine (1988) #50,Wolverine (1988) #60,Wolverine (1988) #64,Wolverine Legends Vol. 6: Marc Silvestri Book I (Trade Paperback),,,,,,,,,,,,,,,,,,2,0,1
1009584,Shiva,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,Astonishing Tales (2009) #5,,,,,,,,,,,,,,,,,,,,,4,0,2
1011394,Shiver Man,The Shiver Man is an undead bounty hunter who has worked with Nick Fury and Wolverine.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,Amazing Spider-Man (1963) #152,Amazing Spider-Man (1999) #578,Amazing Spider-Man (1999) #579,Amazing Spider-Man (1999) #579 (VILLAIN VARIANT),Amazing Spider-Man (1999) #643,Amazing Spider-Man (1999) #669,,,,,,,,,,,,,,,,1,0,1
1009585,Shocker (Herman Schultz),"Herman Schultz is a career criminal who, after several prison terms for robbery, built a battle suit that sent out shock waves to quickly open safes as well as give him a significant advantage over the New York police.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,21,,,,,,,,,,,,,,,,,,,,,,23,2,13
1010858,Shockwave,"Lancaster Sneed was a secret agent working for the United Kingdomês MI:6, but no one esteemed him as highly as himself, and despite his pride, he was wounded in an explosion on his first field assignment and forced to undergo a radical surgery that grafted metal plates and cybernetic systems to his body.",http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c0035c193fc3/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c0035c193fc3.jpg,0,Hulk Visionaries: Peter David Vol. 4 (Trade Paperback),Marvel Comics Presents (1988) #45,,,,,,,,,,,,,,,,,,,,0,0,0
1010824,Shooting Star,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Daredevil (1964) #273,"Punisher, the: War Zone (Trade Paperback)",The Punisher: War Zone (1992) #1,Uncanny X-Men (1963) #261,,,,,,,,,,,,,,,,,,1,0,2
1009586,Shotgun,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,"Peter Parker, the Spectacular Spider-Man (1976) #201","Peter Parker, the Spectacular Spider-Man (1976) #202","Peter Parker, the Spectacular Spider-Man (1976) #203","Peter Parker, the Spectacular Spider-Man (1976) #223",Spider-Man Maximum Carnage (Trade Paperback),,,,,,,,,,,,,,,,,3,0,4
1009587,Shriek,Shriek became a groupie for a rock band and a drug dealer on the side until the vigilantes Cloak and Dagger happened by during one of her deals.,http://i.annihil.us/u/prod/marvel/i/mg/8/03/528d36b054844/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/03/528d36b054844.jpg,5,Amazing Spider-Man (1999) #658 (THOR HOLLYWOOD VARIANT),Avengers (1998) #63,Cap and Thor! Avengers (2010) #1,Devil Dinosaur (1978) #2,Devil Dinosaur by Jack Kirby Omnibus (Hardcover),"Doctor Strange, Sorcerer Supreme (1988) #31",,,,,,,,,,,,,,,,5,1,2
1009588,Sif,Sif was born a second generation goddess of Asgard and eventually became Thor's lover.,http://i.annihil.us/u/prod/marvel/i/mg/c/50/527bb6fc4ec43/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/50/527bb6fc4ec43.jpg,129,X-Factor Annual (1986) #6,X-Force (1991) #33,,,,,,,,,,,,,,,,,,,,121,3,39
1010848,Silhouette,"Silhouette Chord is a descendant of the Dragon's Breadth cult, which spent centuries trying to master the Well of All Things, a hidden interdimensional mystic energy breach in Cambodia.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,,,,,,,,,,,,,,,,,,,,,,2,1,2
1010856,Silk Fever,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010339,Silver Centurion,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,Wolverine (1988) #48,Wolverine (1988) #49,Wolverine (1988) #50,Wolverine (1988) #56,Wolverine (1988) #57,Wolverine (1988) #60,,,,,,,,,,,,,,,,0,0,0
1009589,Silver Fox,"Silver Fox was a young member of the Blackfoot Indian tribe who, in the early 1910s, fell in love with a young mutant named Logan and shared a cabin with him in a remote community in the Canadian Rockies.",http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c003c19078c3/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c003c19078c3.jpg,12,Amazing Spider-Man (1963) #281,Amazing Spider-Man (1999) #684,Amazing Spider-Man (1999) #685,Daredevil (1964) #319,Daredevil (1964) #320,Fantastic Four (1961) #372,,,,,,,,,,,,,,,,14,0,2
1009590,Silver Sable,"Silver Sable trained her entire life, becoming a master of a wide variety of weapons and training in all forms of hand-to-hand combat in preparation for the day she would inherit leadership of the Wild Pack.",http://i.annihil.us/u/prod/marvel/i/mg/9/60/535ff3a373ec3/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/60/535ff3a373ec3.jpg,19,Cable Classic Vol. 1 (Trade Paperback),Cable: Blood & Metal (1992) #2,Daredevil (1964) #111,Elektra (2001) #3,Elektra (2001) #4,Elektra: The Scorpio Key (Trade Paperback),,,,,,,,,,,,,,,,24,0,11
1009591,Silver Samurai,Keniuchio Harada is the mutant son of the former Japanese crimelord Shingen Harada.,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c003c13058bd/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c003c13058bd.jpg,24,Official Handbook of the Marvel Universe (2004) #8,Official Handbook of the Marvel Universe (2004) #9 (THE WOMEN OF MARVEL),Official Handbook of the Marvel Universe (2004) #10 (MARVEL KNIGHTS),Official Handbook of the Marvel Universe (2004) #11 (X-MEN - AGE OF APOCALYPSE),Official Handbook of the Marvel Universe (2004) #12 (SPIDER-MAN),Official Handbook of the Marvel Universe (2004) #13 (TEAMS),,,,,,,,,,,,,,,,19,0,13
1010976,Silver Samurai (Age of Apocalypse),"Silver Samurai was a mutant rebel in his homeland of Japan, where, alongside Sunfire, he stood as the last line of defense against the hordes of Apocalypse.",http://i.annihil.us/u/prod/marvel/i/mg/a/20/535ff6c2ee685/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/20/535ff6c2ee685.jpg,9,Annihilation (2006) #1,Annihilation Book 2 (Trade Paperback),Annihilation: Silver Surfer (2006) #1,Annihilation: Silver Surfer (2006) #2,Annihilation: Silver Surfer (2006) #3,Annihilation: Silver Surfer (2006) #4,,,,,,,,,,,,,,,,9,0,2
1009592,Silver Surfer,"When Zenn-La was threatened by the world-devouring entity known as Galactus, Norrin Radd stood up for his home planet and offered to work for Galactus, finding him new planets to eat, in exchange for saving his own. Years later, the Surfer has protected Earth and many other planets, becoming one of the greatest heroes in the universe.",http://i.annihil.us/u/prod/marvel/i/mg/3/50/527bb6490a176/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/50/527bb6490a176.jpg,360,Avengers (1998) #8,Avengers (1998) #9,Avengers (1998) #26,Avengers (1998) #27,Avengers (1998) #28,Avengers (1998) #29,,,,,,,,,,,,,,,,526,13,96
1010864,Silverclaw,"When her father died, Lupe was taken in by the Church orphanage, despite their misgivings about her –ungodly” powers.",http://i.annihil.us/u/prod/marvel/i/mg/2/70/4c0035b922e12/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/70/4c0035b922e12.jpg,20,Amazing Spider-Man (1963) #74,Amazing Spider-Man (1963) #75,Amazing Spider-Man (1963) #179,Amazing Spider-Man (1963) #284,Avengers (1998) #31,Daredevil (1964) #123,,,,,,,,,,,,,,,,20,0,5
1009594,Silvermane,Silvio Manfredi has been a career criminal for most of his life.,http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c003c0fc6a28/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c003c0fc6a28.jpg,12,Battle Scars (2011) #1,Cap Transport (2005) #16,Cap Transport (2005) #17,Cap Transport (2005) #18,Captain America (2004) #15,Captain America (2004) #16,,,,,,,,,,,,,,,,10,0,8
1010898,Sin,,http://i.annihil.us/u/prod/marvel/i/mg/e/70/5269647684f61/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/70/5269647684f61.jpg,44,Amazing Spider-Man (1999) #659,Amazing Spider-Man (1999) #659 (2nd Printing Variant),Amazing Spider-Man (1999) #660,Amazing Spider-Man (1999) #660 (Variant),Amazing Spider-Man (1999) #676,Amazing Spider-Man (1999) #682,,,,,,,,,,,,,,,,42,3,14
1011265,Sinister Six,,http://i.annihil.us/u/prod/marvel/i/mg/6/80/52b0d6f874e15/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/80/52b0d6f874e15.jpg,7,,,,,,,,,,,,,,,,,,,,,,7,1,2
1014975,Sir Ram,,http://i.annihil.us/u/prod/marvel/i/mg/b/10/4cd043b0a3b2d/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/10/4cd043b0a3b2d.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010834,Siren (Earth-93060),Jennifer Pearson appeared on the Ultra hero scene as Siren after being held hostage by her fathers foe known as Mannequin.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010745,Sister Grimm,,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4c00377e2a541/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4c00377e2a541.jpg,0,Incredible Hulk Vol. 3: World War Hulks (Trade Paperback),Incredible Hulks (2009) #602 (SHS VARIANT),Incredible Hulks (2009) #603 (SHS VARIANT),Incredible Hulks (2009) #603 (ZOMBIE VARIANT),Incredible Hulks (2009) #605 (DJURDJEVIC 70TH ANNIVERSARY VARIANT),Incredible Hulks (2009) #607 (MCGUINNESS VARIANT),,,,,,,,,,,,,,,,0,0,0
1011223,Skaar,"The Hulk fathered a son while on the planet Sakaar, but thought him killed while still in his mother's womb; he was wrong.",http://i.annihil.us/u/prod/marvel/i/mg/9/20/4ce18a92c7a50/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4ce18a92c7a50.jpg,13,,,,,,,,,,,,,,,,,,,,,,16,0,4
1017101,Skaar (HAS),"No one knows where Skaar, the savage sword-swinger, came from, but one thing is for sure...he's a Hulk. The intensity of SkaarŠ—Ès war cry ""Skaar Slash!"" is matched only by his ferocious appetite. Although he is a great asset in the fight against evil, Skaar is just as destructive at home as he is on the battlefield. ",http://i.annihil.us/u/prod/marvel/i/mg/8/10/523214a2abcb4/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/10/523214a2abcb4.jpg,0,Uncanny X-Men (1963) #317,Uncanny X-Men (1963) #318,Uncanny X-Men (1963) #325,Uncanny X-Men (1963) #388,Wolverine (1988) #94,Wolverine (1988) #141,,,,,,,,,,,,,,,,0,0,0
1009598,Skin,"Angelo Espinosa, a founding member of Generation X, code-named ""Skin"" due to his mutant ability to extend and control his extra skin in any number of ways.",http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c003c0ce4a43/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c003c0ce4a43.jpg,12,,,,,,,,,,,,,,,,,,,,,,13,1,7
1011157,Skreet,"The Proemial God Aegis revealed that Skreet was a Chaos Mite, a race of very small and powerful beings, which were deemed unstable by the Cosmic Consonance.",http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c002f4a15c1c/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c002f4a15c1c.jpg,0,Avengers (2012) #18,Avengers: The Initiative (2007) #14,Avengers: The Initiative (2007) #14 (SPOTLIGHT VARIANT),Avengers: The Initiative (2007) #15,Avengers: The Initiative (2007) #17,Avengers: The Initiative (2007) #18,,,,,,,,,,,,,,,,0,0,0
1009599,Skrulls,,http://i.annihil.us/u/prod/marvel/i/mg/8/70/52028ba02bc7d/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/70/52028ba02bc7d.jpg,51,Ultimate Marvel Team-Up (2001) #9,Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback),,,,,,,,,,,,,,,,,,,,50,3,21
1015002,Skrulls (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Uncanny X-Men (1963) #229,Uncanny X-Men (1963) #248,X-Men Visionaries: Jim Lee (Trade Paperback),,,,,,,,,,,,,,,,,,,1,0,2
1009600,Skullbuster (Cylla Markham),,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4c003c072eb58/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4c003c072eb58.jpg,3,Avengers: The Initiative (2007) #8,Avengers: The Initiative (2007) #10,Avengers: The Initiative (2007) #18 (ZOMBIE VARIANT),Avengers: The Initiative (2007) #23,Avengers: The Initiative (2007) #34,Avengers: The Initiative (2007) #35,,,,,,,,,,,,,,,,3,0,3
1011057,Slapstick,"Steven Harmon's powers have been described as ""all of the abilities of a Saturday morning cartoon character.""",http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c00310b887bc/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c00310b887bc.jpg,6,Deadpool (2008) #62,,,,,,,,,,,,,,,,,,,,,6,2,1
1011070,Slayback,"Ten years ago, Slayback was killed by Deadpool before returning from the dead to break into Department K, from which he stole the Weapon X Program files of Kane and Deadpool.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,Captain America (2004) #20,Captain America (2004) #21,Captain America: Red Menace Vol. 2 (Trade Paperback),,,,,,,,,,,,,,,,,,,1,0,1
1009601,Sleeper,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,,,,,,,,,,,,,,,,,,,,,,2,0,2
1010761,Sleepwalker,Sleepwalkers are guardians of the Mindscape -- they apprehended beings that invade the sleeping minds of humans.,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4c0037640501a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4c0037640501a.jpg,0,X-Treme X-Men (2001) #10,X-Treme X-Men Vol. II (Trade Paperback),,,,,,,,,,,,,,,,,,,,0,0,0
1009602,Slipstream,"Australian mutant siblings Heather and Davis Cameron were sent to live in Surfer's Paradise by their father in an effort to spare them from his life as Viceroy, godfather of Australian organized crime.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,,,,,,,,,,,,,,,,,,,,,,1,0,2
1010874,Slyde,"A scientist at Beemont Manufacturing, Jalome Beacher created a chemical that could be used to coat a surface and thereby eliminate all friction between it and any other object, which he used, after being downsized, to rob banks and his former employers.",http://i.annihil.us/u/prod/marvel/i/mg/2/90/4c0035a51844b/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/90/4c0035a51844b.jpg,0,Amazing Spider-Man (1963) #118,Fantastic Four/Inhumans (Trade Paperback),Inhumans (2000) #4,Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover),New X-Men (Hardcover),New X-Men (2001) #117,,,,,,,,,,,,,,,,0,0,0
1009603,Smasher (Vril Rokk),"Smasher is a member of the Imperial Guard, a multi-ethnic group of super-powered alien beings who act as enforcers of the laws of the Shi'ar Empire.",http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c003ae66139c/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c003ae66139c.jpg,17,,,,,,,,,,,,,,,,,,,,,,10,0,11
1010845,Smiling Tiger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,Alpha Flight (1983) #1,Alpha Flight (2011) #1 (Eaglesham Variant),Alpha Flight (2011) #2,Alpha Flight (1983) #2,Alpha Flight (2011) #2 (Eaglesham Variant),Alpha Flight (1983) #3,,,,,,,,,,,,,,,,0,0,0
1009606,Snowbird,Narya's origins trace back to ancient times when the Eskimo Gods of the North battled the mystical Great Beasts for the fate of the world.,http://i.annihil.us/u/prod/marvel/i/mg/e/a0/4c003ae37eccd/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/a0/4c003ae37eccd.jpg,37,Marvel Comics Presents (1988) #88,Marvel Comics Presents (1988) #124,,,,,,,,,,,,,,,,,,,,43,2,9
1010855,Solo (James Bourne),James Bourne was drafted to a top-secret special forces operation where he endured ten months of hard and brutal training to earn his place in the new counter-terrorist group Omega Strike.,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c7c641408c12/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c7c641408c12.jpg,2,Avengers (1998) #12,Avengers (1998) #33,Avengers (1998) #34,Avengers Assemble Vol. 2 (Hardcover),Avengers Assemble Vol. 3 (Hardcover),New Thunderbolts (2004) #6,,,,,,,,,,,,,,,,2,0,1
1010693,Songbird,"Melissa Gold grew up on the streets, adopting her mother's name ""Mimi"" as part of a hard, cold persona she developed as a survival mechanism.",http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c0038da16738/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c0038da16738.jpg,28,,,,,,,,,,,,,,,,,,,,,,23,2,12
1011373,Sons of the Tiger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009607,Spacker Dave,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,Avengers (1963) #227,Avengers (1963) #232,Avengers (1963) #249,Avengers (1963) #290,,,,,,,,,,,,,,,,,,0,0,0
1010705,Spectrum,,http://i.annihil.us/u/prod/marvel/i/mg/9/00/4c0030bee8c86/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/00/4c0030bee8c86.jpg,4,Avengers: The Children's Crusade - Young Avengers (2010) #1,Mighty Avengers (2007) #24,,,,,,,,,,,,,,,,,,,,4,0,1
1010833,Speed,"Tommy Shepherd may be the son of the Scarlet Witch and the Vision, and thus the twin brother of Wiccan.",http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c0035d87180e/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c0035d87180e.jpg,2,Avengers (1963) #85,New Thunderbolts (2004) #6,New Thunderbolts (2004) #10,New Thunderbolts (2004) #13,New Thunderbolts Vol. 1: One Step Forward (Trade Paperback),New Thunderbolts Vol. 2: Modern Marvels (Trade Paperback),,,,,,,,,,,,,,,,3,1,2
1011032,Speed Demon,"James Saunders, a disgruntled chemist tired of his job with the Hudson Pharmaceutical Company of West Caldwell, New Jersey, was contacted by the Grandmaster and offered superhuman powers in exchange for joining a team that would compete on his behalf.",http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0032463bef2/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0032463bef2.jpg,8,,,,,,,,,,,,,,,,,,,,,,5,0,6
1010694,Speedball (Robert Baldwin),,http://i.annihil.us/u/prod/marvel/i/mg/7/30/4d52f6a668e76/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/30/4d52f6a668e76.jpg,0,Amazing Spider-Man (1999) #651,Amazing Spider-Man (1999) #651 (2nd Printing Variant),Amazing Spider-Man (1999) #651 (TRON VARIANT),Human Torch (1940) #9,,,,,,,,,,,,,,,,,,0,0,0
1009605,Spencer Smythe,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,,,,,,,,,,,,,,,,,,,,,,4,0,2
1011366,Sphinx (Anath-Na Mut),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010727,Spider-dok,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,Amazing Fantasy (2004) #1,Amazing Fantasy (2004) #2,Amazing Fantasy (2004) #3,Amazing Fantasy (2004) #4,Amazing Fantasy (2004) #5,Amazing Fantasy (2004) #6,,,,,,,,,,,,,,,,0,0,0
1009157,Spider-Girl (Anya Corazon),,http://i.annihil.us/u/prod/marvel/i/mg/a/10/528d369de3e4f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/10/528d369de3e4f.jpg,41,Amazing Spider-Girl (2006),Amazing Spider-Girl (2006) #1,Amazing Spider-Girl (2006) #2,Amazing Spider-Girl (2006) #3,Amazing Spider-Girl (2006) #4,Amazing Spider-Girl (2006) #5,,,,,,,,,,,,,,,,49,1,10
1009609,Spider-Girl (May Parker),"May ""Mayday"" Parker is the daughter of Spider-Man and Mary Jane Watson-Parker. Born with all her father´è_s powers-and the same silly sense of humor-she´è_s grown up to become one of Earth´è_s most trusted heroes and a fitting tribute to her proud papa.",http://i.annihil.us/u/prod/marvel/i/mg/1/70/4c003adccbe4f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/70/4c003adccbe4f.jpg,162,Amazing Spider-Man Family (2008) #4,Amazing Spider-Man Family (2008) #6,Amazing Spider-Man Family (2008) #7,,,,,,,,,,,,,,,,,,,261,1,32
1011347,Spider-Ham (Larval Earth),"As Spider-Ham Peter faced such nefarious foes as Ductor Doom, Bull-Frog, Raven the Hunter, Hogzilla, the Buzzard and the King-Pig!",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,Actor Presents Spider-Man and the Incredible Hulk (2003) #1,Age of Heroes (Trade Paperback),Age of Heroes (2010) #1,Alias Omnibus (Hardcover),Alpha (2013) #0.1,Alpha (2013) #1,,,,,,,,,,,,,,,,5,0,1
1009610,Spider-Man,"Bitten by a radioactive spider, high school student Peter Parker gained the speed, strength and powers of a spider. Adopting the name Spider-Man, Peter hoped to start a career using his new abilities. Taught that with great power comes great responsibility, Spidey has vowed to use his powers to help people.",http://i.annihil.us/u/prod/marvel/i/mg/3/50/526548a343e4b/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/50/526548a343e4b.jpg,2615,Amazing Spider-Man (1963) #365,Exiles (2001) #90,Exiles Vol. 15: Enemy of the Stars (Trade Paperback),Spider-Man 2099 (1992) #1,Spider-Man 2099 (1992) #2,Spider-Man 2099 (1992) #3,,,,,,,,,,,,,,,,4224,30,546
1011054,Spider-Man (1602),,http://i.annihil.us/u/prod/marvel/i/mg/e/03/5317713c9e746/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/03/5317713c9e746.jpg,49,Spider-Man 2099 (2015) #1,Timestorm 2009/2099 (2009) #1,,,,,,,,,,,,,,,,,,,,94,0,4
1014873,Spider-Man (2099),,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/520d1ad3e543f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/520d1ad3e543f.jpg,2,New Avengers (2010) #18,,,,,,,,,,,,,,,,,,,,,2,0,2
