Id,Name,Description,250x250 Thumbnail,Full Size Thumbnail,Comics Available,ComicName0,ComicName1,ComicName2,ComicName3,ComicName4,ComicName5,ComicName6,ComicName7,ComicName8,ComicName9,ComicName10,ComicName11,ComicName12,ComicName13,ComicName14,ComicName15,ComicName16,ComicName17,ComicName18,ComicName19,ComicName20,Stories Available,Events Available,Series Available
1011334,3-D Man,,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/535fecbbb9784/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/535fecbbb9784.jpg,11,Avengers: The Initiative (2007) #14,Avengers: The Initiative (2007) #14 (SPOTLIGHT VARIANT),Avengers: The Initiative (2007) #15,Avengers: The Initiative (2007) #16,Avengers: The Initiative (2007) #17,Avengers: The Initiative (2007) #18,Avengers: The Initiative (2007) #18 (ZOMBIE VARIANT),Avengers: The Initiative (2007) #19,Marvel Premiere (1972) #35,Marvel Premiere (1972) #36,,Marvel Premiere (1972) #37,,,,,,,,,,17,1,2
1017100,A-Bomb (HAS),"Rick Jones has been Hulk's best bud since day one, but now he's more than a friend...he's a teammate! Transformed by a Gamma energy explosion, A-Bomb's thick, armored skin is just as strong and powerful as it is blue. And when he curls into action, he uses it like a giant bowling ball of destruction! ",http://i.annihil.us/u/prod/marvel/i/mg/3/20/5232158de5b16/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/20/5232158de5b16.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009144,A.I.M.,AIM is a terrorist organization bent on destroying the world.,http://i.annihil.us/u/prod/marvel/i/mg/6/20/52602f21f29ec/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/20/52602f21f29ec.jpg,30,Ant-Man & the Wasp (2010) #3,Avengers (1998) #67,Avengers (1963) #87,Avengers Vol. 2: Red Zone (Trade Paperback),Avengers Vol. II: Red Zone (Trade Paperback),Captain America (1998) #28,Defenders (1972) #57,Incredible Hulks (2009) #606 (VARIANT),Marvel Adventures Super Heroes (2010) #16,Marvel Masterworks: Captain America Vol. (Hardcover),,Marvel Masterworks: Captain America Vol. 1 - 2nd Edition (Hardcover),,,,,,,,,,28,0,22
1010699,Aaron Stack,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009146,Abomination (Emil Blonsky),"Formerly known as Emil Blonsky, a spy of Soviet Yugoslavian origin working for the KGB, the Abomination gained his powers after receiving a dose of gamma radiation similar to that which transformed Bruce Banner into the incredible Hulk.",http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce18691cbf04/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce18691cbf04.jpg,43,Avengers (1998) #61,Avengers (1998) #62,Avengers Vol. 1: World Trust (Trade Paperback),Earth X (1999) #7,Earth X (New (Trade Paperback),Hulk (2008) #3,Hulk Vol. 1: Red Hulk (Trade Paperback),Hulk: Destruction (2005) #4,Incredible Hulk (1999) #25,Incredible Hulk (1999) #28,,Incredible Hulk (1999) #50,,,,,,,,,,39,2,24
1016823,Abomination (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,Ultimate X-Men (2000) #26,Ultimate X-Men Vol. 6: Return of the King (Trade Paperback),Ultimate X-Men Vol. VI: Return of the King (Trade Paperback),,,,,,,,,,,,,,,,,,,1,0,3
1009148,Absorbing Man,,http://i.annihil.us/u/prod/marvel/i/mg/1/b0/5269678709fb7/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/b0/5269678709fb7.jpg,44,Avengers Academy (2010) #16,Avengers Academy (2010) #17,Avengers Academy (2010) #18,Avengers Academy (2010) #19,Avengers Academy (2010) #21,Avengers Annual (1967) #20,Captain America (1998) #24,Dazzler (1981) #18,Dazzler (1981) #19,Fear Itself (2010) #2 (3rd Printing Variant),,Fear Itself: Fellowship of Fear (2011) #1,,,,,,,,,,44,4,29
1009149,Abyss,,http://i.annihil.us/u/prod/marvel/i/mg/9/30/535feab462a64/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/30/535feab462a64.jpg,8,Uncanny X-Men (1963) #402,Uncanny X-Men (1963) #404,Uncanny X-Men (1963) #405,Uncanny X-Men (1963) #406,Uncanny X-Men (1963) #429,Uncanny X-Men (1963) #431,X-Men: Alpha (1994) #1,X-Men: The Complete Age of Apocalypse Epic Book 2 (Trade Paperback),,,,,,,,,,,,,,8,1,3
1010903,Abyss (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/3/80/4c00358ec7548/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/80/4c00358ec7548.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011266,Adam Destine,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010354,Adam Warlock,Adam Warlock is an artificially created human who was born in a cocoon at a scientific complex called The Beehive.,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/5202887448860/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/5202887448860.jpg,118,Annihilation: Conquest (2007) #1,Annihilation: Conquest (2007) #2,Annihilation: Conquest (2007) #3,Annihilation: Conquest (2007) #4,Annihilation: Conquest (2007) #5,Annihilation: Conquest (2007) #6,Avengers Forever (1998) #9,Avengers Legends Vol. I: Avengers Forever (Trade Paperback),Clandestine Classic Premiere (Hardcover),"Doctor Strange, Sorcerer Supreme (1988) #27",,"Doctor Strange, Sorcerer Supreme (1988) #32",,,,,,,,,,138,10,50
1010846,Aegis (Trey Rollins),,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c0035c9c425d/standard_fantastic.gif,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c0035c9c425d.gif,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011297,Agent Brand,,http://i.annihil.us/u/prod/marvel/i/mg/4/60/52695285d6e7e/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/60/52695285d6e7e.jpg,5,Astonishing X-Men (2004) #19 (Variant),Astonishing X-Men (2004) #38,Astonishing X-Men (2004) #40,Astonishing X-Men (2004) #40 (I Am Captain America Variant),Heralds (Trade Paperback),,,,,,,,,,,,,,,,,5,0,2
1011031,Agent X (Nijo),"Originally a partner of the mind-altering assassin Black Swan, Nijo spied on Deadpool as part of the Swan's plan to exact revenge for Deadpool falsely taking credit for the Swan's assassination of the Four Winds crime family, which included Nijo's brother.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,10,Agent X (2002) #1,Agent X (2002) #2,Agent X (2002) #3,Agent X (2002) #4,Agent X (2002) #5,Agent X (2002) #6,Agent X (2002) #11,Cable & Deadpool (2004) #12,Cable & Deadpool (2004) #46 (Zombie Variant),Cable & Deadpool Vol. 2: The Burnt Offering (Trade Paperback),,,,,,,,,,,,15,0,3
1009150,Agent Zero,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c0042121d790/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c0042121d790.jpg,20,Weapon X: Days of Future Now (Trade Paperback),Weapon X: Days of Future Now (2005) #3,What If? (1989),Wolverine (1988) #60,Wolverine (1988) #61,Wolverine (1988) #62,Wolverine (1988) #63,Wolverine (1988) #64,Wolverine (1988) #67,Wolverine (1988) #68,,Wolverine (1988) #87,,,,,,,,,,20,0,8
1011198,Agents of Atlas,,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4ce18a834b7f5/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4ce18a834b7f5.jpg,31,Agents of Atlas (Hardcover),Agents of Atlas (2009) #1,Agents of Atlas (2006) #1,Agents of Atlas (2009) #1 (50/50 COVER),Agents of Atlas (2009) #2,Agents of Atlas (2006) #2,Agents of Atlas (2009) #2 (BACHALO 2ND PRINTING VARIANT),Agents of Atlas (2009) #2 (MCGUINNESS VARIANT),Agents of Atlas (2009) #3,Agents of Atlas (2006) #3,,Agents of Atlas (2009) #3 (MCGUINNESS VARIANT),,,,,,,,,,38,1,4
1011175,Aginar,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011136,Air-Walker (Gabriel Lan),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,Heroes Reborn: Iron Man (Trade Paperback),Iron Man (1996) #11,Iron Man (1996) #12,,,,,,,,,,,,,,,,,,,2,0,2
1011176,Ajak,,http://i.annihil.us/u/prod/marvel/i/mg/2/80/4c002f35c5215/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/80/4c002f35c5215.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010870,Ajaxis,,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c0035adc7d3a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c0035adc7d3a.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011194,Akemi,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011170,Alain,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009240,Albert Cleary,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011120,Albion,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010836,Alex Power,,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a385a2e82/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a385a2e82.jpg,1,Amazing Spider-Man (1999) #673,,,,,,,,,,,,,,,,,,,,,1,0,1
1010755,Alex Wilder,"Despite being the only one of the Runaways without any superhuman abilities or tech, Alex Wilder became the de facto leader of the group due to his natural leadership skills and intellect, as well as prodigy-level logic and strategy.",http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c00377144d5a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c00377144d5a.jpg,7,Runaways (2003) #1,Runaways (2003) #2,Runaways (2003) #3,Runaways (2003) #4,Runaways (2003) #5,Runaways (2003) #6,Runaways Vol. 1: Pride & Joy (Digest),,,,,,,,,,,,,,,7,0,2
1011214,Alexa Mendez,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009497,Alexander Pierce,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,Secret Warriors (2008) #12,,,,,,,,,,,,,,,,,,,,,1,0,1
1014990,Alice,,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4cd061e6d6573/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4cd061e6d6573.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009435,Alicia Masters,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/4c003d40ac7ae/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/4c003d40ac7ae.jpg,9,Fantastic Four 1 2 3 4 (2001),Fantastic Four: 1234 (2001) #2,Fantastic Four: 1234 (2001) #3,Fantastic Four: 1234 (2001) #4,Fear Itself: FF (2011) #1,Marvel Two-in-One (1974) #32,Marvel Two-in-One (1974) #37,The Thing (1983) #8,The Thing (1983) #9,,,,,,,,,,,,,8,0,5
1010370,Alpha Flight,,http://i.annihil.us/u/prod/marvel/i/mg/1/60/52695277ee088/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/60/52695277ee088.jpg,172,Alpha Flight (2011) #0.1,Alpha Flight (2004) #1,Alpha Flight (1983) #1,Alpha Flight (2011) #1 (Eaglesham Variant),Alpha Flight (2011) #2,Alpha Flight (1983) #2,Alpha Flight (2004) #2,Alpha Flight (2011) #2 (Eaglesham Variant),Alpha Flight (1983) #3,Alpha Flight (2004) #3,,Alpha Flight (2011) #3 (Eaglesham Variant),,,,,,,,,,324,5,21
1011324,Alpha Flight (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011164,Alvin Maker,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011227,Amadeus Cho,,http://i.annihil.us/u/prod/marvel/i/mg/3/80/520288b9cb581/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/80/520288b9cb581.jpg,26,Fear Itself: The Home Front (2010) #6,Fear Itself: The Home Front (2010) #7,Hercules: Fall of an Avenger (2010) #1,Incredible Hercules (2008) #114,Incredible Hercules (2008) #115,Incredible Hercules (2008) #115 (VARIANT),Incredible Hercules (2008) #128,Incredible Hulks (2009) #607 (MCGUINNESS VARIANT),Incredible Hulks (2009) #630,Mighty Avengers (2007) #21,,Mighty Avengers (2007) #22,,,,,,,,,,27,3,5
1009567,Amanda Sefton,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011382,Amazoness,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011361,American Eagle (Jason Strongbow),,http://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5a6d8b8f2a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5a6d8b8f2a.jpg,5,Marvel Comics Presents (1988) #27,Marvel Comics Presents (1988) #128,Marvel Comics Presents (1988) #130,Marvel Comics Presents (1988) #147,Marvel Comics Presents (1988) #148,,,,,,,,,,,,,,,,,5,0,1
1009151,Amiko,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,11,Uncanny X-Men (1963) #181,Wolverine (1988) #82,Wolverine (1988) #107,Wolverine (1988) #108,Wolverine (1988) #109,Wolverine (1988) #150,Wolverine (1988) #151,Wolverine (1988) #152,Wolverine (1988) #153,Wolverine (1988) #173,,Wolverine (1988) #174,,,,,,,,,,11,1,2
1010672,Amora,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010673,Amphibian (Earth-712),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,Squadron Supreme (2006) #1,Squadron Supreme (2006) #2,Squadron Supreme Vol. 1: The Pre-War Years Premiere (Hardcover),,,,,,,,,,,,,,,,,,,2,0,2
1010905,Amun,"Amun is a ruthless teenage assassin, employed by the Sisterhood of the Wasp to serve under the mage Vincent after Ara_a interrupted the ritual to initiate the Wasp's new chosen one.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009152,Ancient One,,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/4ce59ea2103ac/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/4ce59ea2103ac.jpg,21,"Doctor Strange, Sorcerer Supreme (1988) #7","Doctor Strange, Sorcerer Supreme (1988) #8","Doctor Strange, Sorcerer Supreme (1988) #13","Doctor Strange, Sorcerer Supreme (1988) #22","Doctor Strange, Sorcerer Supreme (1988) #23","Doctor Strange, Sorcerer Supreme (1988) #33","Doctor Strange, Sorcerer Supreme (1988) #34","Doctor Strange, Sorcerer Supreme (1988) #45","Doctor Strange, Sorcerer Supreme (1988) #47","Doctor Strange, Sorcerer Supreme (1988) #54",,"Doctor Strange, Sorcerer Supreme (1988) #55",,,,,,,,,,20,3,4
1016824,Ancient One (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Ultimate Marvel Team-Up (2001) #12,Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback),,,,,,,,,,,,,,,,,,,,1,0,2
1011396,Angel (Thomas Halloway),,http://i.annihil.us/u/prod/marvel/i/mg/d/03/531769834b15f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/03/531769834b15f.jpg,4,Incredible Hercules (2008) #114,Marvel Mystery Comics (1939) #3,The Marvels Project (Trade Paperback),The Marvels Project (2009) #1,,,,,,,,,,,,,,,,,,4,0,4
1011338,Angel (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/4/50/531769ae4399f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/50/531769ae4399f.jpg,4,Ultimate X-Men (2000) #24,Ultimate X-Men (2000) #25,Ultimate X-Men Ultimate Collection Book 2 (Trade Paperback),Ultimate X-Men Vol. 4: Hellfire & Brimstone (Trade Paperback),,,,,,,,,,,,,,,,,,2,0,3
1009153,Angel (Warren Worthington III),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,Angel: Revelations (2008) #1,Angel: Revelations (2008) #2,Angel: Revelations (2008) #3,Angel: Revelations (2008) #4,Angel: Revelations (2008) #5,,,,,,,,,,,,,,,,,5,0,1
1017574,Angela (Aldrif Odinsdottir),,http://i.annihil.us/u/prod/marvel/i/mg/7/00/545a82f59dd73/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/00/545a82f59dd73.jpg,6,1602 Witch Hunter Angela (2015) #4,Angela: Queen of Hel (2015) #5,Guardians of the Galaxy (2013) #5,Guardians of the Galaxy (2013) #6,Guardians of the Galaxy (2013) #10,Guardians of the Galaxy (2013) #11,,,,,,,,,,,,,,,,6,0,3
1010674,Anita Blake,,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0038fa14452/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0038fa14452.jpg,46,"Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #2","Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #3","Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #6","Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #8","Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #8 (Booth Variant)","Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #9","Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #10","Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #11","Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #12","Anita Blake, Vampire Hunter: Guilty Pleasures - The Complete Collection (Hardcover)",,"Anita Blake, Vampire Hunter: Guilty Pleasures Vol. 1 (Hardcover)",,,,,,,,,,49,0,15
1009346,Anne Marie Hoag,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009154,Annihilus,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/528d31f20a2f6/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/528d31f20a2f6.jpg,33,Essential Fantastic Four Vol. 4 (Trade Paperback),Fantastic Four (1996) #13,Fantastic Four (1998) #19,Fantastic Four (1998) #40,Fantastic Four (1998) #42,Fantastic Four (1998) #43,Fantastic Four (1998) #44,Fantastic Four (1961) #256,Fantastic Four (1961) #289,Fantastic Four (1961) #290,,Fantastic Four (1961) #358,,,,,,,,,,33,0,18
1011301,Anole,,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e635ddd9/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e635ddd9.jpg,1,Runaways (2008) #10,,,,,,,,,,,,,,,,,,,,,1,0,1
1010802,Ant-Man (Eric O'Grady),,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/53176aa9df48d/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/53176aa9df48d.jpg,33,Ant-Man & the Wasp (2010) #1,Ant-Man & the Wasp (2010) #2,Ant-Man & the Wasp (2010) #3,Ant-Man & Wasp: Small World (Trade Paperback),Avengers: The Initiative (2007) #8,Avengers: The Initiative (2007) #9,Avengers: The Initiative (2007) #14,Avengers: The Initiative (2007) #14 (SPOTLIGHT VARIANT),Avengers: The Initiative (2007) #17,Avengers: The Initiative (2007) #18,,Avengers: The Initiative (2007) #18 (ZOMBIE VARIANT),,,,,,,,,,33,7,13
1010801,Ant-Man (Scott Lang),,http://i.annihil.us/u/prod/marvel/i/mg/e/20/52696868356a0/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/20/52696868356a0.jpg,8,A-Next (1998) #8,A-Next (1998) #9,The Astonishing Ant-Man (2015) #1,The Astonishing Ant-Man (2015) #1 (Brooks Hip-&#8203;Hop Variant),The Astonishing Ant-Man (2015) #1 (Cosplay Variant),The Astonishing Ant-Man (2015) #1 (Young Variant),Avengers (1963) #221,Women of Marvel (Trade Paperback),,,,,,,,,,,,,,7,0,4
1011208,Anthem,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009156,Apocalypse,,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/526166076a1d0/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/526166076a1d0.jpg,71,Cable (1993) #8,Cable (2008) #14,"Cable (2008) #14 (OLIVETTI MW, 50/50 COVER)",Cable (2008) #15,"Cable (2008) #15 (OLIVETTI (MW, 50/50 COVER))",Cable (1993) #35,Cable (1993) #75,Essential X-Factor Vol. 2 (All-New Edition) (Trade Paperback),Incredible Hulk (1962) #456,Mystic Comics 70th Anniversary Special (2009) #1 (MARTIN VARIANT),,New Avengers Annual (2009) #3,,,,,,,,,,68,7,37
1011253,Apocalypse (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010866,Aqueduct,,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035b3630cd/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035b3630cd.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010773,Arachne,,http://i.annihil.us/u/prod/marvel/i/mg/b/70/5269526591794/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/70/5269526591794.jpg,3,Amazing Spider-Man (1999) #5,Amazing Spider-Man (1999) #635,Herc (2010) #8,,,,,,,,,,,,,,,,,,,3,1,2
1017438,Ara_a,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,14,Araí±a Vol. 2: In the Beginning (Digest),Araí±a Vol. 3: Night of the Hunter (Digest),Arana: The Heart of the Spider (2005) #1,Arana: The Heart of the Spider (2005) #2,Arana: The Heart of the Spider (2005) #3,Arana: The Heart of the Spider (2005) #4,Arana: The Heart of the Spider (2005) #5,Arana: The Heart of the Spider (2005) #6,Arana: The Heart of the Spider (2005) #7,Arana: The Heart of the Spider (2005) #8,,Arana: The Heart of the Spider (2005) #9,,,,,,,,,,12,0,3
1009158,Arcade,,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0042091ab69/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0042091ab69.jpg,18,Agent X (2002) #5,Classic X-Men (1986) #30,Excalibur (1988) #125,Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover),Marvel Masterworks: The Uncanny X-Men Vol. 6 (Hardcover),Marvel Masterworks: The Uncanny X-Men Vol. 6 (Hardcover),Uncanny X-Men (1963) #122,Uncanny X-Men (1963) #123,Uncanny X-Men (1963) #145,Uncanny X-Men (1963) #146,,Uncanny X-Men (1963) #147,,,,,,,,,,14,1,13
1010686,Arcana,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Squadron Supreme (2006) #1,Squadron Supreme Vol. 1: The Pre-War Years Premiere (Hardcover),,,,,,,,,,,,,,,,,,,,1,0,2
1009159,Archangel,,http://i.annihil.us/u/prod/marvel/i/mg/8/03/526165ed93180/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/03/526165ed93180.jpg,530,Age of Apocalypse: The Chosen (1995) #1,All-Winners Comics (1941) #1,Alpha Flight (1983) #111,Astonishing X-Men (2004) #51,Avengers (1998) #27,Avengers (1998) #60,Avengers Assemble Vol. 3 (Hardcover),Avengers Icons: Vision (2002) #4,Avengers Vol. 1: World Trust (Trade Paperback),Bishop (1994) #4,,Cable (2008) #13,,,,,,,,,,576,17,137
